"Name","n_poste","Level","Section","Role","status","year","institutions","ID","X","X.1","Id.author.no"
"Bruno GARNIER",4226,"PR ","70",NA,"externe",2020,NA,"50379402",NA,NA,NA
"Bruno GARNIER",4285,"PR","70",NA,"externe",2017," Corse ","50379402",NA,NA,NA
"Bruno GARNIER",4305,"PR","70",NA,"externe",2017," Corse ","50379402",NA,NA,NA
"Bruno GARNIER",4427,"PR","70",NA,"externe",2019," Université de Corse ","50379402",NA,NA,NA
"Bruno LEBOUVIER",4464,NA,NA,"v_pdt","interne",2018,NA,"123243874",NA,NA,NA
"Bruno LEBOUVIER",4328," MCF",NA,NA,"externe",2018," Université de NAntes ","123243874",NA,NA,NA
"Bruno LEBOUVIER",4403,NA,NA,NA,"interne",2017,NA,"123243874",NA,NA,NA
"Bruno LEBOUVIER",4463,NA,NA,"v_pdt","interne",2018,NA,"123243874",NA,NA,NA
"Bruno LEBOUVIER",4524,NA,NA,"v_pdt","interne",2019,NA,"123243874",NA,NA,NA
"Bruno Poucet",43,"PR",NA,NA,"externe",2018," UPJV","73460907",NA,NA,NA
"Bruno Poucet",4353,"PR",NA,NA,"externe",2018," Université de Picardie Jules Verne","73460907",NA,NA,NA
"Bruno Poucet",4460,"PR ","70",NA,"interne",2019,NA,"73460907",NA,NA,NA
"Bruno POUCET",58,NA,NA,NA,"externe",2019,NA,"73460907",NA,NA,NA
"Bruno POUCET",646,"PU","70",NA,"externe",2018," Univ Picardie ","73460907",NA,NA,NA
"Bruno POUCET",4361,"PR","70",NA,"externe",2017," Picardie ","73460907",NA,NA,NA
"Bruno POUCET",4421,"PR","70",NA,"interne",2017,NA,"73460907",NA,NA,NA
"Bruno POUCET",4409,"PR","70","pdt","interne",2017,NA,"73460907",NA,NA,NA
"Bruno POUCET",4420,"PR","70",NA,"interne",2017,NA,"73460907",NA,NA,NA
"Bruno Robbes",24,NA,NA,"pdt","interne",2020,"CY CERGY PARIS UNIVERSITE","5220300X",NA,NA,NA
"Bruno ROBBES",4355,"MCF","70",NA,"interne",2018,NA,"5220300X",NA,NA,NA
"Bueno-Ravel Laëtitia",4587,NA,NA,NA,"externe",2020,NA,"157447685",NA,NA,NA
"BUFF Xavier",4459,NA,NA,NA,"externe",2019,NA,"57786046",NA,NA,NA
"Burban François",4565,NA,NA,NA,"interne",2020,"Université de NAntes","120287404",NA,NA,NA
"BUTON François",4307,"PR  ","4",NA,"externe",2020,NA,"73378410",NA,NA,NA
"C Archieri-Léonard",4387,NA,NA,"v_pdt","interne",2020,"Université de Bretagne Occidentale (Brest)",NA,NA,NA,NA
"C Avezard-Roger",20,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"089898591"
"C Brémond",4218,NA,NA,NA,"interne",2020,"CNAM","227436474",NA,NA,NA
"C Brudermann",4218,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"176416242"
"C de Hosson",260,NA,NA,NA,"externe",2018,NA,NA,NA,NA,"125179804"
"C de Hosson",260,NA,NA,NA,"externe",2018,NA,NA,NA,NA,"125179804"
"C de Hosson",260,NA,NA,NA,"externe",2018,NA,NA,NA,NA,"125179804"
"C de Hosson",361,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"125179804"
"C de Hosson",361,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"125179804"
"C de Hosson",361,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"125179804"
"C de Hosson",4314,"PR","7",NA,"interne",2017,"Paris 7",NA,NA,NA,"125179804"
"C de Hosson",4314,"PR","7",NA,"interne",2017,"Paris 7",NA,NA,NA,"125179804"
"C de Hosson",4314,"PR","7",NA,"interne",2017,"Paris 7",NA,NA,NA,"125179804"
"C Duboin",4279,NA,NA,"pdt","interne",2020,"Université de la Réunion",NA,NA,NA,"050060538"
"C Dupuy",4543,NA,NA,NA,"externe",2020,NA,"70543771",NA,NA,NA
"C Jégou",4314,"MCF",NA,NA,"externe",2017,"AMU","74242415",NA,NA,NA
"C Marcel",20,NA,NA,NA,"externe",2020,NA,"121566307",NA,NA,NA
"C Martin",4636,NA,NA,NA,"externe",2020,NA,"101879113",NA,NA,NA
"C Michel",4647,NA,NA,NA,"interne",2020,"Université de Poitiers","158261526",NA,NA,NA
"C Morin",4314,"MCF",NA,NA,"externe",2017,"UPEC","90415477",NA,NA,NA
"C Nurra",4647,NA,NA,NA,"externe",2020,NA,NA,NA,NA,"139721010"
"C Ollivier",62,NA,NA,NA,"externe",2020,NA,"167357808",NA,NA,NA
"C Ollivier",4279,NA,NA,"v_pdt","interne",2020,"Université de la Réunion","167357808",NA,NA,NA
"C Rampon",4314,"MCF","7","pdt","interne",2017,"Paris 7",NA,NA,NA,"143745921"
"C Sarre",4218,NA,NA,"pdt","externe",2020,NA,"19757033X",NA,NA,NA
"CAIRO-CROCCO Mariagrazia",748,NA,NA,NA,"interne",2019,NA,NA,NA,NA,"181070529"
"CARDON QUINT Clémence",4447,NA,NA,NA,"externe",2020,NA,"150659067",NA,NA,NA
"Carine Guérandel",4559,"MCF","19",NA,"externe",2018," Lille","134245571",NA,NA,NA
"Carine ROYER",4428,"MCF"," 16 ",NA,"interne",2019,NA,"96254386",NA,NA,NA
"Carine SIMAR",76," MCF ","70",NA,"interne",2018,NA,"165702524",NA,NA,NA
"Carine SIMAR",570,"MCF","70",NA,"externe",2017," Lyon 1 ","165702524",NA,NA,NA
"Carine SIMAR",4381,"MCF","70",NA,"externe",2018," Université de Clermont-Ferrand ","165702524",NA,NA,NA
"Carl VETTERS",4273,"PR"," 07 ",NA,"interne",2020,"Université du Littoral","32547749",NA,NA,NA
"Carole BAEZA",94,"MCF","70"," v_pdte ","interne",2019,NA,"103813535",NA,NA,NA
"Carole BAEZA",4321,"MCF","70",NA,"externe",2019,NA,"103813535",NA,NA,NA
"Carole BISENIUS-PENIN",4365,"MCF","9",NA,"externe",2019," Lorraine ","119048221",NA,NA,NA
"Carole CALISTRI",4545,"MCF",NA,NA,"interne",2018,NA,"11920536X",NA,NA,NA
"Carole DAVERNE",4321,"MCF","70",NA,"externe",2019,NA,"7588206X",NA,NA,NA
"Carole LE HENAFF",1207,"MCF","70"," ESPE de Bretagne) ","externe",2019," Université Bretagne Occidentale","172238900",NA,NA,NA
"Carole LE HENAFF",4326," MCF ",NA,NA,"interne",2018,NA,"172238900",NA,NA,NA
"Carole LE HENAFF",4328," MCF ",NA,NA,"interne",2018,NA,"172238900",NA,NA,NA
"Caroline DESOMBRE",13,"MCF","16",NA,"externe",2017," ESPE Lille ","90444590",NA,NA,NA
"Caroline DESOMBRE",43,"PR",NA,NA,"externe",2020,"INSPE LILLE NORD DE FRANCE ","90444590",NA,NA,NA
"Caroline DESOMBRE",125,"PR"," 16 ",NA,"interne",2020,"Université de Lille","90444590",NA,NA,NA
"Caroline DESOMBRE",193,"MCF",NA,NA,"externe",2017," ESPE Lille Nord de France ","90444590",NA,NA,NA
"Caroline DESOMBRE",197,"MCF",NA,NA,"externe",2017," ESPE Lille Nord de France ","90444590",NA,NA,NA
"Caroline DESOMBRE",381,"PR",NA,NA,"externe",2019," ESPE Lille Nord de France ","90444590",NA,NA,NA
"Caroline DESOMBRE",403,"PR",NA,NA,"externe",2019," ESPE Lille Nord de France ","90444590",NA,NA,NA
"Caroline DESOMBRE",1257,"PU","16",NA,"externe",2020,"Université de Lille","90444590",NA,NA,NA
"Caroline FAYOLLE",192,"MCF","22","stg","interne",2017,NA,"121324958",NA,NA,NA
"Caroline Ladage",4551,"PU ","70",NA,"externe",2020,NA,"133380130",NA,NA,NA
"Caroline LADAGE",23,"MCF                                                                                                                                                                                                                                                                                                                                       ","70",NA,"externe",2020,NA,"133380130",NA,NA,NA
"Caroline LADAGE",630,"PU","70"," pdt ","interne",2018,NA,"133380130",NA,NA,NA
"Caroline LADAGE",745,NA,NA,NA,"interne",2019,NA,"133380130",NA,NA,NA
"Caroline LADAGE",748,NA,NA,NA,"interne",2019,NA,"133380130",NA,NA,NA
"Caroline LADAGE",1206,"PR","70",NA,"externe",2019," Université Aix-Marseille","133380130",NA,NA,NA
"Caroline LADAGE",4377,"PR","70",NA,"externe",2019," Université Aix-Marseille ","133380130",NA,NA,NA
"Caroline LADAGE",4413,"MCF",NA,NA,"externe",2017," Aix-Marseille","133380130",NA,NA,NA
"Caroline LADAGE",4438," PR","70",NA,"externe",2018," Université Aix-Marseille ","133380130",NA,NA,NA
"Caroline Le Roy",4400,"MCF","70",NA,"interne",2017,NA,"131830120",NA,NA,NA
"Caroline LOISY",4452,"MCF","70",NA,"externe",2018," ENS de Lyon ",NA,NA,NA,NA
"CAROLY Sandrine ",4471,NA,NA,NA,"externe",2018,NA,"135581540",NA,NA,NA
"CARRAUD Françoise",4343," MCF ",NA,NA,"interne",2018,"ECP","78714524",NA,NA,NA
"CARRAUD Françoise ",4446,NA,NA,NA,"interne",2020,"Université Lyon 2 (Lumière)","78714524",NA,NA,NA
"Catherine ARCHIERI",4306,"MCF",NA,NA,"interne",2017,NA,"17184808X",NA,NA,NA
"Catherine Blaya",4729,"PR",NA,NA,"externe",2020,"HEP Lausanne","57765766",NA,NA,NA
"Catherine BLAYA",545,"PR","70",NA,"externe",2017," Nice Sophia Antipolis ","57765766",NA,NA,NA
"Catherine BLAYA",904,NA,NA,NA,"externe",2020,"Université Côte d'azur","57765766",NA,NA,NA
"Catherine Boyer",43,"MCF",NA,NA,"interne",2018," Lille 3","117796840",NA,NA,NA
"Catherine BOYER",4268,"MCF","70",NA,"interne",2017,NA,"117796840",NA,NA,NA
"Catherine BRISSAUD",193,"PR",NA,NA,"interne",2017,NA,"60272333",NA,NA,NA
"Catherine BRISSAUD",197,"PR",NA,NA,"interne",2017,NA,"60272333",NA,NA,NA
"Catherine Clenet",4313,"MCF",NA,NA,"externe",2018,"Rouen",NA,NA,NA,NA
"Catherine DELARUE-BRETON",4355,"PR","70",NA,"externe",2018," Université de Rouen","15589000X",NA,NA,NA
"Catherine DELARUE-BRETON",4449,"PR"," 07 ",NA,"interne",2019,NA,"15589000X",NA,NA,NA
"Catherine DELARUE-BRETON",4427,"PR","7",NA,"externe",2019,"Université de Rouen ","15589000X",NA,NA,NA
"Catherine DELARUE-BRETON",4428,"PR","7",NA,"externe",2019," Université de Rouen Normandie","15589000X",NA,NA,NA
"Catherine Dorison",4353,"MCF",NA,NA,"interne",2018,NA,"32146221",NA,NA,NA
"Catherine DORISON",4410,"MCF","70",NA,"externe",2018," Université Cergy Pontoise ","32146221",NA,NA,NA
"Catherine DORISON",4409,"MCF","70",NA,"externe",2017," Cergy-Pontoise","32146221",NA,NA,NA
"Catherine DUPUY",4545,"MCF",NA,NA,"externe",2018,NA,"78761999",NA,NA,NA
"Catherine NEGRONI",94,"MCF"," 70 ",NA,"interne",2019,NA,"76065081",NA,NA,NA
"Catherine Négroni",4530,"MCF","70",NA,"externe",2020,NA,"76065081",NA,NA,NA
"Catherine SOUPLET",94,"MCF","70",NA,"interne",2019,NA,"168216639",NA,NA,NA
"Cathy Clenet",4348,NA,"70",NA,"externe",2017," Rouen ",NA,NA,NA,NA
"Causa",878,NA,NA,NA,"externe",2020,NA,"61024201",NA,NA,NA
"Causa",879,NA,NA,NA,"externe",2020,NA,"61024201",NA,NA,NA
"CEBE Sylvie",76," MCF","70",NA,"interne",2018,NA,"58584323",NA,NA,NA
"Cécile AVEZARD ROGER",4427,"MCF","7",NA,"externe",2019," ESPE Lille Nord de France ","89898591",NA,NA,NA
"Cécile Collinet",4573,NA,"74",NA,"externe",2018," UPEM","31249779",NA,NA,NA
"Cécile DE HOSSON",195,"PR","28",NA,"externe",2017," Paris Diderot ","125179804",NA,NA,NA
"Cécile DE HOSSON",4413,"PR",NA,NA,"externe",2017," Paris Diderot ","125179804",NA,NA,NA
"Cécile Dejoux",4611,NA,NA,NA,"externe",2020,NA,"58215360",NA,NA,NA
"Cécile Goï",4348,NA,"70",NA,"interne",2017,"Tours ","95664629",NA,NA,NA
"Cécile KINDELBERGER",4511,NA,NA,NA,"interne",2019,NA,"83688072",NA,NA,NA
"Cécile NURRA",44,"MCF",NA," v_pdt ","interne",2020,"Université Grenoble Alpes","139721010",NA,NA,NA
"Cécile NURRA",193,"MCF",NA,NA,"interne",2017,NA,"139721010",NA,NA,NA
"Cécile NURRA",197,"MCF",NA,NA,"interne",2017,NA,"139721010",NA,NA,NA
"Cécile OUVRIER-BUFFET",4287,"PR",NA,NA,"interne",2017,NA,"76536645",NA,NA,NA
"Cédric FRETIGNE",23,"PR  ","70",NA,"externe",2020,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",43,"PR",NA,NA,"externe",2018," UPEC","34055320",NA,NA,NA
"Cédric FRETIGNE",4313,"PR",NA,NA,"externe",2018," UPEC","34055320",NA,NA,NA
"Cédric FRETIGNE",4325,"PR","70",NA,"externe",2019,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4519,"PR","70",NA,"externe",2019," Université de Créteil ","34055320",NA,NA,NA
"Cédric FRETIGNE",4772,NA,NA,"pdt ","interne",2020,"Université Paris Est Créteil (Paris 12)","34055320",NA,NA,NA
"Cédric FRETIGNE",4763,"PR",NA," v_pdt ","interne",2020,"Université Paris Est Créteil (Paris 12)","34055320",NA,NA,NA
"Cédric FRETIGNE",4639,"PR","70"," pdt","interne",2019,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4559,"PU","70"," v_pdt","interne",2018,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4573,NA,"70"," v_pdt","interne",2018,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4775,NA,NA,"pdt ","interne",2020,"Université Paris 12 (IUT S & Marne)","34055320",NA,NA,NA
"Cédric FRETIGNE",4729,"PR",NA," pdt ","interne",2020,"INSPE Académie de Créteil","34055320",NA,NA,NA
"Cédric FRETIGNE",4565,NA,NA,NA,"externe",2020,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4611,NA,NA,NA,"externe",2020,NA,"34055320",NA,NA,NA
"Cédric FRETIGNE",4574,NA,"70"," pdt","interne",2018,NA,"34055320",NA,NA,NA
"Cédric MOREAU",4063,"MCF","70",NA,"interne",2018,NA,"170671887",NA,NA,NA
"Cédric MOREAU",4068,"MCF","70",NA,"interne",2019,NA,"170671887",NA,NA,NA
"Céline BUCHS",131,NA,NA,"mtr","externe",2017," Genève ","69415056",NA,NA,NA
"Céline CHAUVIGNÉ",321,"MCF","70",NA,"externe",2019," Université de NAntes ","145102289",NA,NA,NA
"Céline CHAUVIGNÉ",4161,"MCF"," 70 ",NA,"externe",2019,NA,"145102289",NA,NA,NA
"Céline CLEMENT",901,"PR","16",NA,"externe",2017," Université de Strasbourg ","5978136X",NA,NA,NA
"Céline CLEMENT",1073," PR","16"," pdt","externe",2018," Universitéde Strasbourg ","5978136X",NA,NA,NA
"Céline CLEMENT",4466," PR","16",NA,"interne",2018,NA,"5978136X",NA,NA,NA
"Céline PIQUEE",901,"MCF","70",NA,"externe",2017," UNiversité de Rennes 2 ",NA,NA,NA,NA
"Céline PIQUEE",4312," MCF","70",NA,"interne",2018,NA,NA,NA,NA,NA
"Céline PIQUEE",4460,"MCF","70",NA,"externe",2019," Université de Rennes",NA,NA,NA,NA
"Céline Piquée",4338,NA,NA,NA,"interne",2019,NA,"60112654",NA,NA,NA
"Céline Piquée",4438,NA,NA,NA,"externe",2018,NA,"60112654",NA,NA,NA
"Céline Piquée",4565,NA,NA,NA,"externe",2020,NA,"60112654",NA,NA,NA
"CHAACHOUA Abdelhamid",4460,NA,NA,NA,"externe",2019,NA,"88674800",NA,NA,NA
"CHABANAL Damien",164,NA,NA,NA,"interne",2019,NA,"103148906",NA,NA,NA
"Chabanne",878,NA,NA,NA,"externe",2020,NA,"57291519",NA,NA,NA
"Chabanne",879,NA,NA,NA,"externe",2020,NA,"57291519",NA,NA,NA
"CHAKER Rawad",73," MCF ","70",NA,"externe",2018,"Univ Lyon 2","152245111",NA,NA,NA
"CHALMEL Loïc",4226,"PR"," 70 ",NA,"interne",2020,"Université de Mulhouse","35807660",NA,NA,NA
"CHAMBRES Patrick",76," PR","16",NA,"interne",2018,NA,"7332101X",NA,NA,NA
"CHAMEROIS Gilles",4326," MCF ",NA,NA,"interne",2018,NA,"113824580",NA,NA,NA
"Chantal EYMARD",545,"MCF","70",NA,"interne",2017,NA,"31984967",NA,NA,NA
"Chantal EYMARD",570,"MCF","70",NA,"interne",2017,NA,"31984967",NA,NA,NA
"Chantal Zaouche",4403,"PR","16",NA,"externe",2017," Toulouse Jean Jaurès","35084049",NA,NA,NA
"CHARLES Florence",4326," MCF ",NA,NA,"interne",2018,NA,"83451633",NA,NA,NA
"Charles HEIMBERG",4305,"PR","70",NA,"externe",2017," Université de Genève ","55740057",NA,NA,NA
"CHARLIER Bernadette",28," PR ",NA,NA,"externe",2018,"Univ Fribourg","50258648",NA,NA,NA
"CHARLIER Bernadette",73," PR ",NA,NA,"externe",2018,"Univ Fribourg","50258648",NA,NA,NA
"CHATEIGNER Frédéric",4480,"MCF","4"," pdt ","interne",2020,"Université de Tours (IUT de Tours)","93551991",NA,NA,NA
"CHAUVIN Franck",4300,"PUPH"," 46-01                                                                                          ",NA,"interne",2020,"Université de Saint-Etienne","120121360",NA,NA,NA
"Cheikh Tidiane WANE",4413,"MCF","74",NA,"interne",2017,NA,"161856004",NA,NA,NA
"CHERQUI HOUOT Isabelle",73," MCF ","70",NA,"externe",2018,"Univ Lorraine",NA,NA,NA,"05954046X"
"CHICHARRO-SAITO Gladys",4439," MCF","70","v_pdt","interne",2018,NA,NA,NA,NA,"11284314X"
"CHICHARRO-SAITO Gladys",4439," MCF","70","v_pdt","interne",2018,NA,NA,NA,NA,"11284314X"
"CHICHARRO-SAITO Gladys",4440," MCF","70",NA,"interne",2018,NA,NA,NA,NA,"11284314X"
"CHICHARRO-SAITO Gladys",4440," MCF","70",NA,"interne",2018,NA,NA,NA,NA,"11284314X"
"Choquet Christine",4587,NA,NA,"v_pdt","interne",2020,"INSPE de NAntes","185626351",NA,NA,NA
"Christian CHELEBOURG",58,NA,NA,NA,"externe",2019,NA,"34247467",NA,NA,NA
"Christian DEPRET",43,"MCF                                                                                                              ",NA,NA,"interne",2020,"Université Grenoble Alpes","177208899",NA,NA,NA
"Christian DEPRET",193,"MCF",NA,NA,"interne",2017,NA,"177208899",NA,NA,NA
"Christian DEPRET",197,"MCF",NA,NA,"interne",2017,NA,"177208899",NA,NA,NA
"Christian OLLIVER",37,"PR                                                                                                                                                                                                                                                                                                                                      ",NA,NA,"externe",2020,NA,NA,NA,NA,NA
"Christian OLLIVER",37,"PR                                                                                                                                                                                                                                                                                                                                      ",NA,NA,"externe",2020,NA,NA,NA,NA,"059389001"
"Christian OLLIVER",4254,"PR"," 07 ",NA,"interne",2019,NA,NA,NA,NA,NA
"Christian OLLIVER",4254,"PR"," 07 ",NA,"interne",2019,NA,NA,NA,NA,"059389001"
"Christian Papinot",4648,"PR",NA,NA,"interne",2020,"INSPE Université de Poitiers","80632718",NA,NA,NA
"Christian REYNAUD",195,"MCF","70",NA,"interne",2017,NA,"129850128",NA,NA,NA
"Christine Berzin",43,"MCF","UPJV",NA,"externe",2018,NA,"109224825",NA,NA,NA
"Christine BERZIN",94,"MCF","70",NA,"externe",2019," Université de Picardie Jules Verne ","109224825",NA,NA,NA
"Christine BERZIN",4064,"MCF","70",NA,"externe",2018,NA,"109224825",NA,NA,NA
"Christine BERZIN",4409,"MCF","70",NA,"interne",2017,NA,"109224825",NA,NA,NA
"Christine BERZIN",4524,NA,NA,NA,"externe",2019,NA,"109224825",NA,NA,NA
"Christine BOCEREAN",901,"MCF","16 ",NA,"interne",2017,NA,"59941197",NA,NA,NA
"Christine Detrez",24,NA,NA,NA,"externe",2017,NA,"50313479",NA,NA,NA
"Christine JOURDAIN",4291,"MCF",NA,NA,"interne",2017,NA,"61507814",NA,NA,NA
"Christine JOURDAIN",4329,"MCF","16",NA,"interne",2018,NA,"61507814",NA,NA,NA
"Christine Mias",4404,"PU","70",NA,"externe",2017," Toulouse Jean-Jaurès","5034403X",NA,NA,NA
"Christine MIAS",4372,"PR","70",NA,"interne",2017,NA,"5034403X",NA,NA,NA
"Christine Musselin",24,NA,NA,NA,"externe",2017,NA,"2828996X",NA,NA,NA
"Christine Poplimont",544,"PR","70",NA,"interne",2017,NA,"156924889",NA,NA,NA
"Christine POPLIMONT",630,"PU","70","v_pdt","interne",2018,NA,"156924889",NA,NA,NA
"Christine POPLIMONT",589,"PR","70","pdt","interne",2017,NA,"156924889",NA,NA,NA
"Christine POPLIMONT",745,NA,NA,"v_pdte","interne",2019,NA,"156924889",NA,NA,NA
"Christine VENERIN",4254,"MCF"," 07 ",NA,"interne",2019,NA,"108929132",NA,NA,NA
"Christine VIDAL-GOMEL",4306,"MCF",NA,NA,"externe",2017," NAntes","6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",125,"PR                                                                                                                         ","23",NA,"externe",2020,"Université de Toulouse Jean Jaurès","6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",321,"PR","23",NA,"externe",2019,"Université de Toulouse - Jean Jaurès ","6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",4161,"PR","23",NA,"externe",2019,NA,"6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",4284,"PR","23",NA,"externe",2017," Toulouse Jean Jaurès","6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",4329,"PR","23",NA,"externe",2018," Université Toulouse Jean Jaurès ","6905472X",NA,NA,NA
"Christine VIDAL-GOMEL ",4511,NA,NA,NA,"interne",2019,NA,"6905472X",NA,NA,NA
"Christine Vidal Gomel",4387,NA,NA,NA,"externe",2020,NA,"6905472X",NA,NA,NA
"Christine Vidal Gomel",4581,NA,NA,"v_pdt                                                                                                                                                          ","interne",2020,"INSPE Académie de NAntes","6905472X",NA,NA,NA
"Christine Vidal Gomel",4565,NA,NA,NA,"interne",2020,"Université de NAntes","6905472X",NA,NA,NA
"Christine Vidal Gomel",4611,NA,NA,NA,"externe",2020,NA,"6905472X",NA,NA,NA
"Christophe Blanchard",4346,NA,NA,NA,"interne",2020,"Université Paris 13","124034004",NA,NA,NA
"Christophe BLANCHARD",4325,"MCF","70",NA,"interne",2019,NA,"124034004",NA,NA,NA
"Christophe Giraud",4374,NA,NA,NA,"interne",2019,NA,"103206825",NA,NA,NA
"Christophe JEUNESSE",4519,"MCF"," 70 ",NA,"interne",2019,NA,"113282079",NA,NA,NA
"Christophe Joigneaux",43,"MCF"," UPEC ",NA,"externe",2018,NA,"174917147",NA,NA,NA
"Christophe Michaud",4338,NA,NA,NA,"externe",2019,NA,"157237427",NA,NA,NA
"Christophe Michaud",4499,"MCF","70","v_pdt ","externe",2020,NA,"157237427",NA,NA,NA
"Christophe Michaud",4565,NA,NA,"v_pdt","interne",2020,"Université de NAntes","157237427",NA,NA,NA
"Christophe Niewiadomski",4374,NA,NA,NA,"externe",2019,NA,"55382398",NA,NA,NA
"Christophe NIEWIADOMSKI",4268,"PR","70",NA,"interne",2017,NA,"55382398",NA,NA,NA
"Christophe NIEWIADOMSKI",4283,"PR","70",NA,"interne",2017,NA,"55382398",NA,NA,NA
"Christophe NIEWIADOMSKI",4383,"PR","70",NA,"externe",2018," Lille 3 ","55382398",NA,NA,NA
"Christophe Roiné",4208,"MCF",NA,NA,"externe",2017," Université de Bordeaux 2 ","13960992X",NA,NA,NA
"Christophe Roiné",4529,"MCF ","70",NA,"externe",2020,NA,"13960992X",NA,NA,NA
"Ciekanski",878,NA,NA,NA,"externe",2020,NA,"88046494",NA,NA,NA
"Cindy DE SMET",4460,NA,NA,NA,"interne",2019,NA,NA,NA,NA,NA
"Cindy DE SMET",4460,NA,NA,NA,"interne",2019,NA,NA,NA,NA,NA
"Cindy DE SMET",4544,"MCF",NA,NA,"interne",2018,NA,NA,NA,NA,NA
"Cindy DE SMET",4544,"MCF",NA,NA,"interne",2018,NA,NA,NA,NA,NA
"Claire Bonnard",4338,NA,NA,NA,"externe",2019,NA,"179963988",NA,NA,NA
"Claire BONNARD",646,"MCF","70",NA,"externe",2018," Univ Bourgogne ","179963988",NA,NA,NA
"Claire BONNARD",4499,"MCF","70"," pdt ","interne",2020,"Université de Dijon","179963988",NA,NA,NA
"Claire COSSÉE",4640,"MCF"," 19 ",NA,"interne",2019,NA,"83061517",NA,NA,NA
"Claire de Saint-Martin",4353,"MCF",NA,NA,"interne",2018,NA,"159201403",NA,NA,NA
"Claire MARTINOT",4398,"PR","9",NA,"interne",2017,NA,"35271183",NA,NA,NA
"Claire PERRIN",13,"MCF","74",NA,"externe",2017," Lyon 1 ","112729851",NA,NA,NA
"Claire TARDIEU",4273,"PR                                                                                                                                                                                                                                                                                                 ","11",NA,"externe",2020,"Université Paris 3","84735562",NA,NA,NA
